Epoch,Loss
632,0.1069
633,0.1069
634,0.1069
635,0.1069
636,0.1069
637,0.1069
638,0.1069
639,0.1069
640,0.1069
641,0.1069
642,0.1069
643,0.1069
644,0.1069
645,0.1069
646,0.1069
647,0.1069
648,0.1069
649,0.1070
650,0.1069
651,0.1069
652,0.1069
653,0.1069
654,0.1069
655,0.1069
656,0.1070
657,0.1070
658,0.1070
659,0.1069
660,0.1069
661,0.1069
662,0.1069
663,0.1069
664,0.1069
665,0.1070
666,0.1069
667,0.1069
668,0.1069
669,0.1069
670,0.1069
671,0.1070
672,0.1070
673,0.1069
674,0.1069
675,0.1070
676,0.1070
677,0.1070
678,0.1070
679,0.1070
680,0.1070
681,0.1074
682,0.1073
683,0.1075
684,0.1075
685,0.1074
686,0.1076
687,0.1074
688,0.1074
689,0.1073
690,0.1072
691,0.1071
692,0.1070
693,0.1070
694,0.1070
695,0.1070
696,0.1069
697,0.1070
698,0.1070
699,0.1070
700,0.1070
701,0.1069
702,0.1069
703,0.1069
704,0.1069
705,0.1069
706,0.1069
707,0.1069
708,0.1069
709,0.1069
710,0.1069
711,0.1069
712,0.1069
713,0.1069
714,0.1069
715,0.1069
716,0.1069
717,0.1069
718,0.1069
719,0.1069
720,0.1069
721,0.1069
722,0.1069
723,0.1069
724,0.1069
725,0.1069
726,0.1069
727,0.1069
728,0.1069
729,0.1069
730,0.1069
731,0.1069
732,0.1069
733,0.1069
734,0.1069
735,0.1069
736,0.1069
737,0.1069
738,0.1069
739,0.1070
740,0.1069
741,0.1070
742,0.1070
743,0.1069
744,0.1069
745,0.1069
746,0.1069
747,0.1069
748,0.1069
749,0.1069
750,0.1069
751,0.1069
752,0.1069
753,0.1069
754,0.1069
755,0.1069
756,0.1069
757,0.1069
758,0.1069
759,0.1069
760,0.1069
761,0.1069
762,0.1069
763,0.1069
764,0.1069
765,0.1069
766,0.1069
767,0.1069
768,0.1069
769,0.1069
770,0.1069
771,0.1069
772,0.1069
773,0.1069
774,0.1069
775,0.1069
776,0.1069
777,0.1069
778,0.1069
779,0.1069
780,0.1069
781,0.1069
782,0.1069
783,0.1069
784,0.1069
785,0.1069
786,0.1069
787,0.1069
788,0.1069
789,0.1069
790,0.1069
791,0.1069
792,0.1069
793,0.1069
794,0.1069
795,0.1069
796,0.1069
797,0.1069
798,0.1069
799,0.1069
800,0.1069
801,0.1069
802,0.1069
803,0.1069
804,0.1069
805,0.1069
806,0.1069
807,0.1069
808,0.1069
809,0.1069
810,0.1069
811,0.1069
812,0.1069
813,0.1069
814,0.1069
815,0.1069
816,0.1069
817,0.1069
818,0.1069
819,0.1069
820,0.1069
821,0.1069
822,0.1069
823,0.1069
824,0.1069
825,0.1069
826,0.1069
827,0.1069
828,0.1069
829,0.1069
830,0.1069
831,0.1069
832,0.1069
833,0.1069
834,0.1069
835,0.1069
836,0.1069
837,0.1069
838,0.1069
839,0.1069
840,0.1069
841,0.1069
842,0.1069
843,0.1069
844,0.1069
845,0.1069
846,0.1069
847,0.1070
848,0.1069
849,0.1069
850,0.1069
851,0.1069
852,0.1069
853,0.1069
854,0.1069
855,0.1069
856,0.1069
857,0.1069
858,0.1069
859,0.1069
860,0.1069
861,0.1069
862,0.1069
863,0.1069
864,0.1069
865,0.1069
866,0.1069
867,0.1069
868,0.1069
869,0.1069
870,0.1069
871,0.1069
872,0.1069
873,0.1069
874,0.1069
875,0.1069
876,0.1069
877,0.1069
878,0.1069
879,0.1069
880,0.1070
881,0.1070
882,0.1070
883,0.1069
884,0.1070
885,0.1069
886,0.1069
887,0.1069
888,0.1069
889,0.1069
890,0.1069
891,0.1069
892,0.1069
893,0.1069
894,0.1069
895,0.1069
896,0.1069
897,0.1069
898,0.1069
899,0.1069
900,0.1069
901,0.1069
902,0.1069
903,0.1069
904,0.1069
905,0.1069
906,0.1069
907,0.1069
908,0.1069
909,0.1069
910,0.1069
911,0.1069
912,0.1069
913,0.1069
914,0.1069
915,0.1069
916,0.1069
917,0.1069
918,0.1069
919,0.1069
920,0.1069
921,0.1069
922,0.1069
923,0.1069
924,0.1069
925,0.1069
926,0.1069
927,0.1069
928,0.1069
929,0.1069
930,0.1069
931,0.1069
932,0.1069
933,0.1069
934,0.1069
935,0.1069
936,0.1069
937,0.1069
938,0.1069
939,0.1069
940,0.1069
941,0.1069
942,0.1069
943,0.1069
944,0.1069
945,0.1069
946,0.1069
947,0.1069
948,0.1069
949,0.1070
950,0.1069
951,0.1069
952,0.1069
953,0.1069
954,0.1069
955,0.1069
956,0.1069
957,0.1069
958,0.1069
959,0.1069
960,0.1069
961,0.1069
962,0.1069
963,0.1070
964,0.1070
965,0.1069
966,0.1069
967,0.1069
968,0.1069
969,0.1069
970,0.1069
971,0.1069
972,0.1069
973,0.1069
974,0.1069
975,0.1069
976,0.1069
977,0.1069
978,0.1069
979,0.1069
980,0.1069
981,0.1069
982,0.1069
983,0.1069
984,0.1069
985,0.1069
986,0.1069
987,0.1069
988,0.1069
989,0.1070
990,0.1070
991,0.1070
992,0.1070
993,0.1070
994,0.1069
995,0.1070
996,0.1071
997,0.1070
998,0.1069
999,0.1069
1000,0.1069
